gene,ctrl_1,ctrl_2,ctrl_3,lps_1,lps_2,lps_3
Gm47319,0,0,0,0,0,0
Gm47318,0,0,0,0,0,0
Gm47317,0,0,0,0,0,0
Kdm4dl,0,0,0,0,0,0
Kdm4d,0,3,0,0,0,0
Cwc15,2496,1704,1742,2632,2589,2017
Gm47090,0,0,0,0,0,0
Amotl1,61,10,11,9,3,0
4930584E12Rik,0,0,0,0,0,0
Gm34263,0,0,0,0,0,0
Gm7607,0,0,0,0,0,0
Gm19790,0,0,0,0,0,0
Gm18997,0,0,0,0,0,0
Piwil4,5,5,2,53,34,50
Gm10706,0,0,0,0,0,2
Gm15586,0,0,0,0,0,0
Fut4,246,154,232,113,85,64
1700012B09Rik,0,0,0,19,17,10
Ankrd49,770,574,504,503,443,425
Mre11a,1164,843,738,543,562,387
Gm47154,0,0,0,0,0,0
Mif-ps6,1,0,0,0,0,0
Gm16302,0,0,0,0,0,0
Gpr83,0,0,0,0,0,0
Izumo1r,1,0,0,0,0,0
Gm18789,0,0,0,0,0,0
Gm47214,0,0,0,0,0,0
Panx1,464,312,299,114,68,90
Hephl1,0,0,0,0,0,0
Gm22658,0,0,0,0,0,0
Vstm5,0,0,0,0,0,0
Med17,1514,1129,1129,999,786,781
4931406C07Rik,1087,753,697,394,344,332
Taf1d,1148,766,755,569,448,443
ENSMUSG00002075197,0,0,0,0,0,0
Mir7650,0,0,0,0,0,0
Gm24455,0,0,0,0,0,0
Gm24299,0,0,0,0,0,0
ENSMUSG00002076879,0,0,0,0,0,0
Gm25791,0,0,0,0,0,0
Gm22620,0,0,0,0,0,0
Gm24357,0,0,0,0,0,0
Gm23455,0,0,0,0,0,0
Gm22579,0,0,0,0,0,0
Cep295,960,663,537,348,334,266
Gm48142,0,0,0,0,0,0
Gm48141,0,0,0,0,0,0
Scarna9,0,0,0,0,0,0
Gm24339,0,0,0,0,0,0
Gm16568,0,0,0,0,0,0
Gm34973,0,0,0,0,0,0
Gm2517,0,0,0,0,0,0
Gm48634,0,0,0,0,0,0
Smco4,97,88,90,55,50,49
Deup1,0,0,0,0,0,0
4930540M03Rik,0,0,0,0,0,0
Gm7642,0,0,0,0,0,0
Gm5119,0,0,0,0,0,0
Slc36a4,2352,1480,1535,566,506,440
Gm48711,0,0,0,0,0,0
Mtnr1b,0,0,0,0,0,0
Fat3,47,37,32,20,14,11
Gm48726,0,0,0,0,0,0
Gm5611,6,4,1,5,7,2
Gm2594,0,0,0,0,0,0
Gm48846,0,0,0,0,0,0
Gm48848,0,0,0,0,0,0
Gm4977,3,3,2,3,3,3
Gm48849,0,0,0,0,0,0
Gm7680,0,0,0,0,0,0
Gm48850,0,0,0,0,0,0
Gm48856,0,0,0,0,0,0
ENSMUSG00002076142,0,0,0,0,0,0
Gm7692,0,0,0,0,0,0
Chordc1,2279,1482,1476,1879,1470,1617
Gm19178,0,1,3,9,1,0
Naalad2,0,0,0,3,2,8
Gm19174,0,0,0,0,0,0
Ubtfl1,0,0,0,0,0,0
Gm5612,0,1,0,0,0,0
Mbd3l2,0,0,0,0,0,0
Zfp558,30,23,13,231,128,152
ENSMUSG00002076071,0,0,0,0,0,0
Mbd3l1,0,0,0,0,0,0
Muc16,0,0,0,0,0,0
7SK|ENSMUSG00002076788.1,0,0,0,0,0,0
Gm24546,0,0,0,0,0,0
Olfr24,0,0,0,0,0,0
Olfr828,0,0,0,0,0,0
Olfr829,0,0,0,0,0,0
Olfr830,0,0,0,0,0,0
Olfr831-ps1,0,0,0,0,0,0
Olfr832,0,0,0,0,0,0
Olfr833-ps1,0,0,0,0,0,0
Olfr834,0,0,0,0,0,0
Gm45814,0,0,0,0,0,0
Olfr835,0,0,0,0,0,0
Olfr836,0,0,0,0,0,0
Olfr837,0,0,0,0,0,0
Olfr838-ps1,0,0,0,0,0,0
Olfr839-ps1,0,0,0,0,0,0
Olfr840-ps1,0,0,0,0,0,0
ENSMUSG00000110493,0,0,0,0,0,0
Olfr843,0,0,0,0,0,0
Olfr844,0,0,0,0,0,0
Olfr845,0,0,0,0,0,0
Olfr846,0,0,0,0,0,0
Gm7751,0,0,0,0,0,0
Olfr847,0,0,0,0,0,0
Olfr848-ps1,0,0,0,0,0,0
Gm23048,0,0,0,0,0,0
Olfr849,0,0,0,0,0,0
Olfr850,0,0,0,0,0,0
Olfr851,0,0,0,0,0,0
Olfr852-ps1,0,0,0,0,0,0
Olfr853,0,0,0,0,0,0
Olfr854,0,0,0,0,0,0
Olfr855,0,0,0,0,0,0
Gm45730,0,0,0,0,0,0
Zfp317,886,523,561,244,256,225
Olfr856-ps1,0,0,0,0,1,0
Gm7769,0,0,0,0,0,0
Olfr857,0,0,1,0,0,1
Olfr858-ps1,0,0,0,0,0,0
Olfr58,0,0,0,0,0,0
Olfr859,1,0,0,0,0,0
Gm45699,0,0,0,0,0,0
Olfr860,0,0,0,0,0,0
Olfr861-ps1,0,0,0,0,0,0
Olfr862,0,0,0,0,0,0
Olfr77,0,0,0,0,0,0
Gm7808,0,0,0,0,0,0
Olfr863-ps1,0,0,0,0,0,0
Olfr864-ps1,0,0,0,0,0,0
Olfr865-ps1,0,0,0,0,0,0
Olfr866,0,0,0,0,0,0
ENSMUSG00002076003,0,0,0,0,0,0
ENSMUSG00002075513,0,0,0,0,0,0
Olfr867,0,0,0,0,0,0
Olfr868,0,0,0,0,0,0
Olfr869,0,0,0,0,0,0
Olfr870,0,0,0,0,0,0
U1|ENSMUSG00002075678.1,0,0,0,0,0,0
U1|ENSMUSG00002075064.1,0,0,0,0,0,0
Olfr871,0,0,0,1,0,0
Olfr872,0,0,0,0,0,0
Gm25425,0,0,0,0,0,0
Olfr39,0,0,0,0,0,0
Olfr873,0,0,0,0,0,0
Olfr18,0,0,0,0,0,0
Gm45815,0,0,0,0,0,0
Zfp560,144,132,144,115,86,85
4921534A09Rik,0,0,1,3,1,0
Gm29761,0,0,0,0,0,0
Gm48729,0,0,0,0,0,0
Zfp26,1024,625,647,749,557,621
Gm48738,0,0,0,0,0,0
Zfp426,456,270,318,199,190,193
Gm23316,0,0,4,1,0,0
Zfp266,688,549,523,118,83,115
Gm46142,1,0,0,2,0,0
Zfp846,223,157,154,48,19,47
Gm48069,11,2,0,1,0,2
Fbxl12os,14,7,13,5,5,1
Fbxl12,178,142,139,94,86,101
Ubl5,1821,1378,1218,1742,1639,1261
Pin1,1468,1041,1041,1044,1044,965
Olfm2,0,2,2,0,0,2
Col5a3,0,0,0,63,54,52
7SK|ENSMUSG00002075521.1,0,0,0,0,0,0
Rdh8,0,0,0,0,0,0
Gm53025,0,0,0,0,0,0
Shfl,271,233,198,505,515,525
Angptl6,33,42,27,2,8,3
Ppan,1614,971,1072,280,228,214
Gm24067,0,0,0,0,0,0
Gm23008,0,0,0,0,0,0
Gm50491,0,0,0,0,0,0
Eif3g,2080,1404,1415,2014,1928,1510
Dnmt1,8315,5791,5668,540,497,434
Mir7081,0,0,0,0,0,0
S1pr2,5001,3334,3509,2190,2086,1809
Mrpl4,1414,1077,903,995,1032,901
Icam1,1528,1118,1099,51893,48076,37181
Gm47079,0,0,0,5,6,6
Icam4,0,0,0,0,0,0
Icam5,6,11,7,50,44,23
Mir1900,0,0,0,0,0,0
Gm26592,0,1,0,0,0,0
Zglp1,0,0,0,0,0,0
Gm49373,0,0,1,0,0,0
Gm38431,5,0,1,1,1,0
Fdx2,7,4,4,4,13,3
Raver1,0,0,0,0,0,0
Mir7082,0,0,0,0,0,0
1700084C06Rik,0,0,0,0,0,0
Tyk2,2478,1782,1854,5587,5343,4863
Cdc37,6292,4174,4178,6990,5955,5182
Pde4a,578,413,438,300,254,147
Gm16754,35,16,19,42,31,42
Keap1,1513,1016,1113,2846,2716,2534
S1pr5,0,0,1,0,5,0
Gm48303,0,0,0,0,0,0
Atg4d,545,397,411,749,622,567
Kri1,561,373,377,538,469,418
Cdkn2d,459,434,394,687,699,659
Ap1m2,0,2,1,2,0,4
Gm39302,0,0,0,0,0,0
Slc44a2,1727,1372,1188,1167,1001,897
Gm36198,0,0,2,0,0,0
Ilf3,2330,1677,1574,1614,1557,1452
Gm16853,0,1,3,1,0,0
Qtrt1,252,169,113,142,97,95
Dnm2,5369,3513,3719,2674,2758,2402
Mir199a-1,1,0,2,5,0,1
Tmed1,550,441,451,748,792,635
AB124611,1685,1233,1237,2801,2634,2209
Gm20519,10,0,6,19,28,24
Carm1,1141,812,752,1068,888,811
Yipf2,331,151,181,124,90,109
Timm29,1080,682,698,649,680,624
Gm7904,0,0,0,0,0,0
Mir1946b,11,0,0,0,0,0
Smarca4,5978,4195,4182,5128,4847,4154
ENSMUSG00002075151,0,0,0,3,0,0
Gm26511,0,0,0,2,0,0
Ldlr,5774,3811,3823,3519,3323,2845
Spc24,422,340,289,139,154,165
Kank2,1262,910,768,117,103,113
Dock6,309,221,191,183,198,164
Mir7083,0,0,0,0,0,0
Angptl8,0,0,6,0,0,0
Gm47873,0,0,0,0,0,0
Rab3d,1453,853,979,500,466,372
Tmem205,788,530,466,369,299,274
Ccdc159,36,48,26,18,2,8
Plppr2,77,69,61,28,57,34
Swsap1,163,170,102,24,9,26
Epor,12,7,1,3,1,2
Rgl3,64,41,52,6,2,8
Odad3,0,1,0,0,0,0
Prkcsh,2603,1735,1731,1816,1814,1490
Elavl3,0,0,0,0,0,0
Gm49318,0,0,0,0,0,0
Zfp653,271,212,192,195,211,180
Gm16845,35,32,28,18,32,19
Ecsit,411,212,234,104,82,94
Gm6581,3,0,0,1,1,0
Cnn1,0,0,0,0,0,0
Elof1,1255,766,763,789,683,686
Mir7084,0,0,0,0,0,0
6530413G14Rik,0,0,0,0,0,1
Acp5,97,95,74,1632,1585,1023
Pigyl,197,176,153,50,56,41
Gm18227,0,0,0,0,0,0
Rpl15-ps3,7,7,5,10,7,4
Zfp872,0,0,0,1,0,1
1810064F22Rik,0,0,0,0,0,1
Gm18228,0,0,0,0,0,0
Zfp809,556,385,408,179,176,121
Gm48478,0,4,0,1,0,0
Zfp599,12,7,1,19,11,41
Gm39307,0,0,0,0,0,0
Zfp810,311,158,157,29,32,17
Gm48627,4,0,3,0,0,3
Gm18225,0,1,1,0,0,0
Gm10182,5,1,2,0,3,1
Gm6607,0,0,0,0,0,4
Anln,1760,1520,1320,283,285,296
Gm48646,0,0,0,0,0,0
Gm48652,0,0,0,0,0,0
Rp9,919,718,642,250,216,146
9530077C05Rik,5,3,1,0,4,0
Gm17545,4,1,5,0,1,0
Bbs9,151,141,150,101,45,51
Gm2976,0,0,0,0,0,0
Gm16165,0,1,1,6,0,0
Gm16164,0,0,0,0,0,0
U4|ENSMUSG00002076498.1,0,0,0,0,0,0
Bmper,7,0,0,108,83,68
Gm3011,0,0,0,0,0,0
Gm47638,0,0,0,0,0,0
Gm3028,0,0,0,0,0,0
Gm47663,0,0,0,0,0,0
Gm47668,0,0,0,0,0,0
Gm47670,0,0,0,0,0,0
Npsr1,0,0,0,0,0,0
Gm47674,0,0,0,0,0,0
Gm15600,0,0,0,0,0,0
Gm10701,1,0,0,1,0,0
Gm22380,0,0,0,0,0,0
Dpy19l1,1847,1371,1155,1230,1280,1183
Gm47772,2,1,0,0,0,0
Dpy19l2,0,0,0,0,0,0
Cypt4,0,0,0,0,0,0
Tbx20,0,0,0,0,0,0
Gm29824,0,0,0,0,0,0
Amd-ps6,0,0,0,0,0,0
Gm48255,0,0,0,0,0,0
Gm18377,0,0,0,0,0,0
SNORA71,0,0,0,0,0,0
E130101E03Rik,0,0,0,0,0,0
Gm48256,0,0,0,0,0,0
Gm10181,0,0,0,0,0,0
Gm10180,10,15,13,17,21,20
Herpud2,1631,1216,1129,1258,1252,1150
Gm29642,0,0,0,0,0,1
Gm8031,0,0,0,0,0,0
Septin7,6782,4342,4457,5402,4545,4745
Gm48272,0,0,0,0,0,0
Gm18891,0,0,0,0,0,0
Gm8049,0,0,0,0,0,0
Eepd1,1093,941,735,110,104,141
Gm25861,0,0,0,0,0,0
Gm25346,0,0,0,0,0,0
Gm48330,0,0,0,0,0,0
Gm48331,0,0,0,0,0,0
Gm48337,0,0,0,0,0,0
ENSMUSG00002075050,0,0,0,0,0,0
Gm48362,0,0,0,0,0,0
Gm39312,0,0,0,0,0,0
Gm19113,0,0,0,0,0,0
Gm48373,0,0,0,0,0,0
Gm30313,0,0,0,0,0,0
Gm48393,0,0,0,0,0,0
B3gat1,0,0,0,0,0,0
Glb1l2,0,0,4,0,0,0
Glb1l3,0,0,0,0,0,0
Gm1110,0,0,0,0,0,0
Gm5120,0,1,0,0,1,2
Acad8,877,476,599,351,296,306
Thyn1,1031,695,750,602,559,482
Vps26b,1875,1369,1326,467,423,414
Gm48673,0,0,0,1,0,0
Ncapd3,1377,1034,896,148,158,171
Jam3,0,9,2,0,0,0
Gm48796,6,8,2,2,0,0
Gm48801,0,0,0,0,0,0
Gm48803,0,0,0,0,0,0
Igsf9b,0,0,0,0,0,0
Gm48858,0,0,0,0,0,0
Spata19,0,0,0,0,0,0
Gm48901,0,0,0,0,0,0
Gm18585,0,0,0,0,0,0
Gm8106,0,0,0,0,0,0
Gm48902,0,0,0,0,0,0
Opcml,0,0,0,0,0,0
Gm15606,0,0,0,0,0,0
ENSMUSG00002075756,0,0,0,0,0,0
Gm48091,0,0,0,0,0,0
Ntm,0,0,0,0,0,0
Gm15520,0,0,0,0,0,0
Gm15521,0,0,0,0,0,0
Gm19640,0,0,0,0,0,0
Gm47677,0,0,0,0,0,0
Gm26435,0,0,0,0,0,0
Gm30933,0,0,0,0,0,0
Snx19,1649,1016,1045,1068,1040,926
Gm47714,0,0,0,0,0,0
Rps2-ps12,0,0,0,0,0,0
Gm47716,0,0,0,0,0,0
Gm31013,0,0,0,0,0,0
Gm47717,0,0,0,0,0,0
Adamts15,0,0,0,0,0,0
Adamts8,0,0,0,8,0,6
Gm29724,0,0,0,0,0,0
Zbtb44,895,551,581,196,167,157
Gm17508,0,0,0,0,0,0
St14,111,78,86,30,22,12
Gm16071,0,0,0,0,0,0
Aplp2,12116,7829,8129,5954,5460,4596
Gm7244,0,0,0,0,0,0
4930517E14Rik,6,0,0,0,0,1
Prdm10,397,274,243,127,124,170
Nfrkb,1115,647,701,699,639,526
Tmem45b,0,0,0,0,3,0
Gm8162,1,0,0,0,0,1
5033425B01Rik,0,0,0,0,0,0
4930434F21Rik,0,0,0,0,0,0
Gm31408,0,0,0,0,0,0
Gm18226,0,0,0,0,0,0
Gm18820,0,0,0,0,0,0
Gm47436,0,0,0,0,0,0
Gm8171,0,0,0,0,0,0
Barx2,0,1,0,0,0,0
Gm31497,0,0,0,0,0,0
Gm3756,10,5,16,3,6,4
Gm47465,0,0,0,0,0,0
Tpi-rs4,0,0,0,0,0,0
Gm47481,0,0,0,0,0,0
ENSMUSG00002075908,0,0,0,0,0,0
Gm47496,0,0,0,0,0,0
Arhgap32,79,58,37,100,91,68
Gm47536,0,0,0,0,0,0
Kcnj5,4,5,4,9,7,4
Gm39317,0,0,0,0,0,0
Kcnj1,0,0,0,0,0,0
Fli1,2401,1608,1811,199,176,146
Gm22060,0,0,0,0,0,0
Gm38292,0,0,0,0,0,0
Gm38346,0,0,1,0,0,0
Gm27201,0,0,0,0,0,0
Gm37474,0,0,0,0,2,0
Gm37082,0,0,1,0,3,2
Gm47680,0,0,0,0,0,0
Gm27163,0,0,0,0,0,0
Ets1,680,366,462,59,62,52
Gm27240,2,0,0,0,0,0
Gm3331,0,0,0,0,0,0
Gm37167,0,0,0,0,0,0
Gm27162,0,0,0,0,0,0
Gm37192,1,0,0,0,0,0
Gm27166,0,0,0,0,0,0
Gm32171,0,0,0,0,0,0
Gm37758,0,0,0,0,0,0
Gm47775,0,0,0,0,0,0
Gm47777,0,0,0,0,0,0
Gm47778,0,0,0,0,0,0
Tmed2b,58,18,15,21,40,17
Gm47784,0,0,0,0,0,0
Gm47785,0,0,0,0,0,0
Gm25439,0,0,0,0,0,0
Gm27165,0,0,0,0,0,0
Gm27164,0,0,0,0,0,0
7630403G23Rik,0,0,0,0,0,0
Gm27161,0,0,0,0,0,0
Gm47858,0,0,0,0,0,0
Kirrel3,0,2,0,4,1,4
Gm38217,0,0,0,0,0,0
Kirrel3os,0,0,0,0,8,0
5S_rRNA|ENSMUSG00002075887.1,0,0,0,0,0,0
St3gal4,754,568,524,1636,1418,1444
4930581F22Rik,36,32,42,45,44,61
Dcps,473,300,359,221,215,193
Gm24262,0,1,0,0,8,0
Tirap,807,549,524,794,749,748
Gm39318,2,0,5,3,0,0
Srpr,4366,2920,2859,4933,4474,4038
Foxred1,913,571,588,852,749,630
Fam118b,508,318,327,333,227,236
Rpusd4,723,515,493,489,416,358
4933422A05Rik,0,0,0,0,0,3
Gm5614,1,0,0,0,0,0
Gm33838,0,0,0,0,0,0
2610105M22Rik,0,0,0,0,0,0
Cdon,53,29,10,10,42,16
Gm25630,0,0,0,0,0,0
5S_rRNA|ENSMUSG00002075331.1,0,0,0,0,0,0
Gm1113,0,0,0,0,0,0
Ddx25,0,0,1,0,0,0
Pus3,0,0,0,0,0,0
Hyls1,222,140,152,54,39,56
Pate2,0,0,0,0,0,0
Gm6762,0,0,0,0,0,0
Gm10105,0,0,0,0,0,0
Pate4,0,0,0,0,0,0
Pate3,0,0,0,0,0,0
Pate1,0,0,0,0,0,0
Pate10,0,0,0,0,0,0
Pate7,0,0,0,0,0,0
Gm27235,0,0,0,0,0,0
Pate6,0,0,0,0,0,0
Gm36974,0,0,0,0,0,0
Pate5,0,0,0,0,0,0
Gm3428,0,0,0,0,0,0
Pate13,0,0,0,0,0,0
Gm27187,0,0,0,0,0,0
Gm48348,0,0,0,0,0,0
Gm5916,0,0,0,0,0,0
Gm3434,0,0,0,0,0,0
Gm48391,0,0,0,0,0,0
Gm3867,0,0,0,0,0,0
Gm48401,0,0,0,0,0,0
Gm48407,0,0,0,0,0,0
Pate12,0,0,0,0,0,0
Pate11,0,0,0,0,0,0
Gm27160,0,0,0,0,0,0
Pate9,0,0,0,0,0,0
Gm27218,0,0,0,0,0,0
Gm48431,1,0,0,0,0,0
Pate8,0,0,0,0,0,0
Gm49367,0,0,0,0,0,0
Pate14,0,0,0,0,0,0
1700027I24Rik,0,0,0,0,0,0
Gm48443,0,0,0,0,0,0
Acrv1,0,0,0,0,0,0
Chek1,462,291,328,55,39,39
Stt3a,7305,4572,4569,5507,4388,4207
Gm26787,0,0,0,0,0,0
Ei24,2491,1672,1540,1022,925,857
Gm27219,7,2,7,4,1,1
Fez1,0,0,0,0,0,0
Pknox2,0,0,0,0,0,0
Gm3896,0,0,0,0,0,0
5S_rRNA|ENSMUSG00002076608.1,0,0,0,0,0,0
Gm48716,0,0,0,0,0,0
Gm48717,0,0,0,0,0,0
ENSMUSG00002076938,0,0,0,0,0,0
Tmem218,163,144,172,18,19,7
Slc37a2,41611,28856,25444,4080,3003,2675
Gm10177,10,17,9,7,7,4
Gm48081,0,0,0,0,0,0
Gm47633,0,0,0,0,0,0
Gm47640,45,32,35,7,3,6
Gm18329,12,9,5,0,0,0
Ccdc15,75,67,69,13,7,4
Gm47643,0,0,0,0,0,0
Gm34885,0,1,0,0,0,0
Gm47652,2,7,3,1,0,0
Hepacam,0,0,0,0,0,0
Robo4,0,0,0,0,0,0
Robo3,8,0,3,9,2,10
Gm47945,0,0,0,0,0,0
Msantd2,335,222,210,395,317,354
Gm47963,3,1,0,2,1,0
Esam,6,1,4,4,0,3
Vsig2,1,0,4,3,0,1
Nrgn,56,13,14,61,29,39
Siae,1385,897,933,436,383,401
Spa17,23,4,10,5,6,5
Tbrg1,1536,1099,934,2562,2382,2276
Panx3,0,0,0,0,0,0
Gm8343,0,0,0,0,0,0
Tpt1-ps5,61,29,46,30,37,42
Olfr160,0,0,0,0,2,0
Olfr151,0,0,0,0,0,0
Olfr874,0,0,0,0,0,0
Olfr875,0,0,0,0,0,0
Olfr876,0,0,0,0,0,0
Gm24764,0,0,0,0,0,0
Gm47005,0,0,0,0,0,0
Olfr877,0,0,0,0,0,0
Olfr145,0,0,0,0,0,0
Gm6796,0,0,0,0,0,0
Olfr878,0,0,0,0,0,0
Olfr879-ps1,0,0,0,0,0,0
Olfr880-ps1,0,0,0,0,0,0
Olfr881,0,0,0,0,0,0
Gm45701,0,0,0,0,0,0
Olfr882-ps1,0,0,0,0,0,0
Olfr883,0,0,0,0,0,0
Olfr884,0,0,0,0,0,0
Olfr885,0,0,0,0,0,0
Olfr886-ps1,0,0,0,0,0,0
Olfr887,0,0,0,0,0,0
Olfr888,0,0,0,0,0,0
Olfr889,0,0,0,0,0,0
Olfr890,0,0,0,0,0,0
Olfr891,0,0,0,0,0,0
Gm17798,0,0,0,0,0,0
Olfr892-ps1,0,0,0,0,0,0
Olfr893,0,0,0,0,0,0
Olfr894,0,0,0,0,0,0
Olfr143,0,0,0,0,0,0
Olfr895,0,0,0,0,0,0
Olfr896-ps1,0,0,0,0,0,0
Olfr897-ps1,0,0,0,0,0,0
Olfr25,0,0,0,0,0,0
Olfr898,0,0,0,0,0,0
Olfr250,0,0,0,0,0,0
Olfr251,0,0,0,0,0,0
Olfr147,0,0,0,0,0,0
Olfr901,0,0,0,0,0,0
Olfr902,0,0,0,0,0,0
Olfr1543-ps1,0,0,0,0,0,0
Olfr904,0,0,0,0,0,0
Olfr905,0,0,0,0,0,0
Olfr906,0,0,0,0,0,0
Olfr907,0,0,0,0,0,0
Gm23271,0,0,0,0,0,0
Olfr908,0,0,0,0,0,0
Olfr911-ps1,0,0,0,0,0,0
Olfr910,0,0,0,0,0,0
Olfr912,0,0,0,2,2,2
Olfr913,0,0,0,0,0,0
Olfr914,0,0,0,0,0,0
Olfr915,0,0,0,0,0,0
Gm49385,0,0,0,0,0,0
Olfr916,0,0,0,0,0,0
Gm47449,0,0,0,0,0,0
Olfr917,0,0,0,0,0,0
Gm47458,0,0,0,0,0,0
Olfr918,0,0,0,0,0,0
Gm5010,0,0,0,0,0,0
Olfr919,0,0,0,0,0,0
Vwa5a,12107,8290,7813,7117,6685,6292
Olfr920,38,14,17,20,23,3
Gm47347,0,1,0,0,0,0
Olfr921,0,0,1,2,0,0
Gm19709,0,0,0,0,0,0
Olfr922,0,0,0,0,0,0
Olfr923,0,0,0,0,0,0
Olfr924,0,0,0,0,0,0
Olfr26,0,0,0,0,0,0
Olfr925-ps1,0,0,0,0,0,0
Olfr926,0,0,0,0,0,0
Olfr927-ps1,0,0,0,0,0,0
Olfr928-ps1,0,0,0,0,0,0
Olfr929-ps1,0,0,0,0,0,0
Olfr930,0,0,0,0,0,0
Gm20953,0,0,0,0,1,0
Olfr931-ps1,0,0,0,0,0,0
ENSMUSG00000110849,0,0,0,0,0,0
Olfr933,0,0,4,0,0,0
Olfr934,0,0,0,0,0,0
Olfr935,0,0,0,0,0,0
Olfr146,0,0,0,0,0,0
Olfr936,0,0,0,0,0,0
ENSMUSG00002076738,0,0,0,0,0,0
Olfr937,0,0,0,0,0,0
Gm8543,8,4,4,14,2,8
ENSMUSG00002075940,0,0,0,0,0,0
Olfr938,0,0,0,0,0,0
ENSMUSG00000111781,0,0,0,0,0,0
Gm47085,0,0,0,0,0,0
Olfr941-ps1,0,0,0,0,0,0
Olfr27,0,0,0,0,0,0
Olfr942-ps1,0,0,0,0,0,0
Olfr943,0,0,0,0,0,0
Gm47100,0,0,0,0,0,0
Olfr944,0,0,0,0,0,0
Olfr1537,0,0,0,0,0,0
Olfr945,0,0,0,0,0,0
Olfr946-ps1,0,0,0,0,0,0
Olfr947-ps1,0,0,0,0,0,0
Olfr948,0,0,0,0,0,0
Gm21041,0,0,0,0,0,0
Olfr949-ps1,0,0,0,0,0,0
Olfr950-ps1,0,0,0,0,0,0
Olfr951,0,0,0,0,0,0
Olfr952,0,0,0,0,0,0
Olfr953-ps1,0,0,0,0,0,0
Olfr954,0,0,0,0,0,0
Olfr955,0,0,0,0,0,0
Olfr956-ps1,0,0,0,0,0,0
Olfr44,0,0,0,0,0,0
Olfr957,0,0,0,0,0,0
Gm24278,0,0,0,0,0,0
Olfr958,0,0,0,0,0,0
Olfr959,0,0,0,0,0,0
AW551984,0,0,0,0,0,0
Olfr148,0,0,0,0,0,0
Olfr960,0,0,0,0,0,0
Olfr961,0,0,0,0,0,0
Olfr962-ps1,0,0,0,0,0,0
Olfr963,0,0,0,0,0,0
Olfr964-ps1,0,0,0,0,0,0
Olfr149,0,0,0,0,0,0
Olfr965,0,0,0,0,0,0
Olfr966-ps1,0,0,0,0,0,0
Olfr150,0,0,0,0,0,0
Olfr967,0,0,0,0,0,0
Olfr968,0,0,0,0,0,0
Olfr969,0,0,0,0,0,0
Olfr970,0,0,0,0,0,0
Gm47219,0,0,0,0,0,0
Olfr971,0,0,0,0,0,0
Olfr972,0,0,0,0,0,0
Olfr229,0,0,0,0,0,0
Gm47229,0,0,0,0,0,0
Olfr974,0,0,0,0,0,0
Olfr975,0,0,0,0,0,0
Olfr976,0,0,0,0,0,0
Olfr977-ps1,0,0,0,0,0,0
Olfr978,0,0,0,0,0,0
Olfr979,0,0,0,0,0,0
Olfr980,0,0,0,0,0,0
Olfr981,0,0,0,0,0,0
Gm18892,0,0,0,0,0,0
1700001J11Rik,0,0,0,0,0,0
Olfr982,0,0,0,0,0,0
Olfr983,0,0,0,0,0,0
Olfr984,0,0,0,0,0,0
Olfr985,0,0,0,0,0,0
Tmem225,0,0,0,0,0,0
Olfr986,0,0,0,0,0,0
Zfp202,168,127,150,68,49,46
Scn3b,23,19,39,25,19,10
Gm47266,0,0,0,0,0,0
Gramd1b,2680,1872,2013,1079,1128,926
1700110K17Rik,1,0,1,0,0,2
Gm48129,0,0,0,0,0,0
Gm48127,0,0,0,0,2,2
Gm48114,0,0,0,0,0,0
Gm5055,1,3,2,2,9,5
Gm17540,0,0,2,0,0,0
Gm35177,0,0,0,0,0,0
Gm48277,0,0,3,4,0,1
Gm48284,1,3,0,0,0,0
Gm35371,0,0,0,0,0,0
Gm21915,0,0,0,0,0,0
Gm48288,0,0,0,0,0,0
Clmp,19,15,13,59,77,45
Gm48294,0,0,0,0,0,0
Gm16095,0,0,0,0,0,0
Gm48293,7,4,5,0,1,0
Gm16096,2,0,0,0,0,1
Hspa8,52962,33133,32698,57721,45814,44052
Snord14c,0,0,0,0,0,0
Snord14d,0,0,0,0,0,0
SNORD14,0,0,0,0,0,0
Gm48565,0,0,0,0,0,0
Bsx,0,0,0,1,0,0
Jhy,0,0,0,0,0,0
Gm18586,0,0,0,0,0,0
Crtam,0,0,0,1,0,2
Ubash3b,3683,2265,2295,3323,3536,3426
Gm48611,1,0,0,0,3,0
Gm35657,0,0,0,2,0,6
Gm6885,0,0,0,0,0,0
1700063D05Rik,0,0,0,0,0,0
Gm48710,0,0,0,0,0,0
Mir100hg,0,0,0,0,0,0
Gm25401,0,0,0,0,0,0
Gm48742,0,0,0,0,0,0
Gm48739,0,0,0,0,0,0
Gm49317,0,0,0,0,0,0
Gm48736,0,0,0,0,0,0
Mir100,0,0,0,0,0,0
Mirlet7a-2,0,0,0,0,0,0
Gm48740,0,0,0,0,0,0
Gm28119,0,0,0,0,0,0
Mir125b-1,0,0,0,0,0,0
Gm48737,0,0,0,0,0,0
Gm8707,0,0,0,0,0,0
Gm48784,0,0,0,0,0,0
Gm35835,0,0,0,0,0,0
6720432D03Rik,0,0,0,0,0,0
Gm35940,0,0,0,0,0,0
Gm48814,0,0,0,0,0,0
Gm40513,0,0,0,0,0,0
Sorl1,1337,1211,962,584,502,545
Gm16214,3,2,4,2,4,8
Gm39321,0,0,2,0,0,1
4930546K05Rik,0,0,0,0,0,0
Sc5d,2112,1534,1472,1120,874,657
Gm36435,0,0,0,0,0,0
Gm26272,0,0,0,0,0,0
Tecta,0,0,0,0,0,0
